鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
北投區,房地(土地+建物),臺北市北投區公館路255巷1~30號,207.43,住,,,1050816,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0681115,185.04,4,2,2,有,有,60880000,329010,,0.0,0,一樓空地及頂樓增建,RPXOMLLLRHLFFEA78CA
士林區,土地,富安段一小段61~90地號,661.08,住,,,1050805,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,32400000,49011,,0.0,0,,RPTNMLLLRHLFFEA28CA
士林區,房地(土地+建物),臺北市士林區德行東路283巷31~60號,11.26,住,,,1050722,土地1建物1車位0,五層,七層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0971222,37.55,1,1,1,有,有,9630000,256458,,0.0,0,含增建或未登記建物。,RPTOMLLLRHLFFEA38CA
松山區,房地(土地+建物),臺北市松山區南京東路五段59巷31弄31~60號,46.5,住,,,1050809,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,124.85,3,2,2,有,無,20800000,166600,,0.0,0,,RPPOMLMKIILFFDA07CA
松山區,房地(土地+建物),臺北市松山區八德路四段106巷2弄1~30號,48.0,住,,,1050826,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),,加強磚造,,119.15,3,2,2,有,無,20200000,169534,,0.0,0,,RPOQMLPJIILFFDA37CA
松山區,車位,臺北市松山區南京東路五段181~210號,0.82,商,,,1050906,土地0建物0車位1,地下五層,十六層,其他,見使用執照,見其他登記事項,0830310,32.3,0,0,0,有,有,2000000,,坡道平面,32.3,2000000,,RPVNMLLKIILFFDA47CA
信義區,房地(土地+建物)+車位,臺北市信義區松勇路31~60號,62.18,住,,,1050727,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870122,208.29,4,2,1,有,有,55000000,264055,坡道平面,0.0,0,,RPROMLRJIILFFDA67CA
南港區,土地,中南段二小段601~630地號,8.0,其他,,,1050907,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1720000,215000,,0.0,0,,RPSOMLNJIILFFDA37CA
松山區,房地(土地+建物),臺北市松山區民生東路五段181~210號,7.63,商,,,1050807,土地1建物1車位0,五層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0721229,89.61,2,2,2,有,有,16900000,188595,,0.0,0,,RPTOMLNJIILFFDA47CA
南港區,房地(土地+建物),臺北市南港區重陽路504巷1~30號,25.55,住,,,1050711,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,86.23,1,1,1,有,無,15000000,173953,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWNMLKMRHLFFDA48CA
南港區,房地(土地+建物),臺北市南港區重陽路481~510號,10.86,住,,,1000216,土地1建物1車位0,一層,十五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1050411,65.73,0,0,0,無,無,23780000,361783,,0.0,0,本案為預售合約價格。,RPVPMLRLRHLFFDA56CA
南港區,房地(土地+建物),臺北市南港區重陽路481~510號,10.86,住,,,1000216,土地1建物1車位0,一層,十五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1050411,66.19,0,0,0,無,無,23970000,362139,,0.0,0,本案為預售合約價格。,RPWPMLRLRHLFFDA66CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路481~510號,35.16,住,,,991127,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,269.53999999999996,4,2,2,有,無,43270000,198101,坡道平面,77.82,5290000,1.本案為預售合約價格。2.二個車位未拆分單價。,RPUNMLRLRHLFFDA88CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路481~510號,21.5,住,,,1000325,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,157.31,3,2,2,有,無,26000000,199240,坡道平面,38.85,2400000,本案為預售合約價格。,RPROMLRLRHLFFDA68CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路481~510號,16.07,住,,,1030218,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,126.58,2,2,1,有,無,19980000,205087,坡道平面,38.91,2000000,本案為預售合約價格。,RPTOMLRLRHLFFDA88CA
南港區,車位,臺北市南港區興華路121~150號,0.55,住,,,1050825,土地0建物0車位1,一層,十二層,其他,見其他登記事項,鋼筋混凝土造,0980325,2459.84,0,0,0,有,有,2200000,,坡道平面,0.66,2200000,,RPPNMLOLRHLFFDA08CA
信義區,房地(土地+建物),臺北市信義區虎林街212巷31~60號,44.5,住,,,1050823,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),,加強磚造,,87.49,3,1,1,有,無,18000000,205738,,0.0,0,,RPPNMLMLRHLFFDA87CA
南港區,房地(土地+建物)+車位,臺北市南港區成福路194巷1~30號,8.67,住,,,1050819,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030314,56.44,3,1,1,有,有,13500000,239192,塔式車位,0.0,0,含增建或未登記建物。共有人數2人。,RPWNMLMLRHLFFDA58CA
南港區,房地(土地+建物)+車位,臺北市南港區南深路31~60號,41.6,住,,,1050807,土地2建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880920,139.17000000000002,2,2,2,有,有,11100000,79759,坡道平面,0.0,0,共有人數2人含增建或未登記建物。內含獨立產權公設及車位，未包含在棟數內。本案車位面積無法概算。,RPUOMLLLRHLFFDA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區港墘路127巷31~60號,15.39,住,,,1050817,土地2建物1車位1,一層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0851113,123.38,3,1,2,有,有,20880000,169233,坡道平面,29.99,0,,RPVOMLKMRHLFFCA38CA
內湖區,房地(土地+建物),臺北市內湖區江南街71巷75弄1~30號,36.62,住,,,1050815,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730131,141.39000000000001,3,2,2,有,有,19500000,137916,,0.0,0,,RPXOMLNLRHLFFCA78CA
中山區,房地(土地+建物),臺北市中山區林森北路271~300號,4.47,商,,,1050829,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0631113,33.77,0,0,0,無,有,5300000,156944,,0.0,0,,RPPOMLNJIILFFCA96CA
內湖區,房地(土地+建物),臺北市內湖區康樂街136巷29弄1~30號,12.65,住,,,1050813,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0941123,66.64,0,0,0,無,有,10680000,160264,,0.0,0,,RPVOMLPJIILFFCA77CA
內湖區,房地(土地+建物),臺北市內湖區環山路二段53巷6弄1~30號,39.35,住,,,1050906,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700827,88.36999999999999,3,2,1,有,無,13000000,147109,,0.0,0,,RPPNMLQJIILFFCA17CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段361~390號,27.64,商,,,1050819,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0680310,119.26,3,2,2,有,無,18000000,150931,,0.0,0,,RPPQMLMLRHLFFCA08CA
中山區,房地(土地+建物),臺北市中山區林森北路416巷1~30號,8.83,商,,,1050829,土地1建物3車位0,四層,四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0631026,34.120000000000005,1,1,1,有,有,5300000,155334,,0.0,0,,RPRQMLMLRHLFFCA28CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街31~60號,58.73,住,,,1050815,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041225,306.23,3,2,2,有,有,74600000,255874,坡道平面,33.44,4800000,,RPRNMLNLRHLFFCA08CA
內湖區,房地(土地+建物),臺北市內湖區大湖山莊街219巷31~60號,72.21,住,,,1050707,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780331,138.0,4,2,2,有,無,13050000,94565,,0.0,0,含增建或未登記建物。,RPSNMLMLRHLFFCA08CA
內湖區,房地(土地+建物),臺北市內湖區金龍路61~90號,29.41,住,,,1050810,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760609,110.34,3,2,2,有,有,15450000,140022,,0.0,0,含增建或未登記建物。,RPVNMLMLRHLFFCA38CA
中山區,房地(土地+建物),臺北市中山區龍江路345巷1~30號,17.26,其他,,,1050812,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740312,142.37,3,2,2,有,有,32300000,226874,,0.0,0,價格含增建,RPSRMLLLRHLFFCA38CA
中山區,房地(土地+建物)+車位,臺北市中山區吉林路1~30號,65.45,住,,,1050714,土地1建物1車位5,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1000503,557.89,4,2,3,有,有,121869800,218448,坡道平面,182.9,0,,RPPQMLLLRHLFFCA97CA
內湖區,房地(土地+建物),臺北市內湖區金湖路31~60號,40.46,住,,,1050626,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920930,191.25,4,2,2,有,有,44000000,230065,,0.0,0,含增建或未登記建物。,RPUPMLLLRHLFFCA38CA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段99巷31~60號,20.25,住,,,1050821,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971016,89.31,2,1,1,有,無,14860000,166387,,0.0,0,價格含增建。,RPWNMLLLRHLFFCA38CA
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路128巷31~60號,14.44,商,,,1050906,土地1建物1車位1,七層,七層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0960912,78.8,1,1,1,有,有,13800000,175127,坡道機械,0.0,0,,RPQOMLLLRHLFFCA87CA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段59巷7弄1~30號,17.69,住,,,1050824,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,106.69,4,2,2,有,無,11800000,110601,,0.0,0,,RPSOMLLLRHLFFCA08CA
大同區,房地(土地+建物),臺北市大同區大龍街89巷1~30號,9.4,住,,,1050829,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0580605,33.08,1,1,1,有,無,2500000,75574,,0.0,0,,RPWNMLKLIILFFBA37CA
大同區,房地(土地+建物),臺北市大同區延平北路一段61~90號,18.89,商,,,1050905,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040522,176.25,3,2,2,有,有,33200000,188369,,0.0,0,,RPRNMLLJIILFFBA76CA
大同區,車位,臺北市大同區延平北路一段61~90號,0.21,商,,,1050905,土地0建物0車位1,二層,十三層,其他,見其他登記事項,鋼筋混凝土造,1040522,2.7800000000000002,0,0,0,有,無,1000000,,塔式車位,2.53,1000000,,RPSNMLLJIILFFBA86CA
中正區,房地(土地+建物),臺北市中正區金山南路一段110巷1~30號,39.38,住,,,1050829,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,115.15,3,2,2,有,無,25000000,217108,,0.0,0,,RPPNMLNLRHLFFBA77CA
中正區,房地(土地+建物)+車位,臺北市中正區北平東路1~30號,33.45,商,,,1050829,土地1建物1車位1,一層，夾層,十四層,辦公商業大樓,見使用執照,鋼筋混凝土造,0900504,305.62,0,0,1,無,有,84618000,276873,坡道平面,44.14,0,,RPQNMLNLRHLFFBA87CA
萬華區,房地(土地+建物),臺北市萬華區貴陽街二段181~210號,16.8,商,,,1050823,土地1建物1車位0,一層，騎樓，通道,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610425,69.16,2,1,1,有,無,7900000,114228,,0.0,0,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。含增建或未登記建物。,RPTNMLNLRHLFFBA18CA
文山區,房地(土地+建物),臺北市文山區辛亥路四段77巷1~30號,41.75,住,,,1050721,土地4建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851107,88.73,2,2,1,有,有,13350000,150456,,0.0,0,,RPTNMLNJIILFFAA07CA
文山區,土地,興安段四小段271~300地號,0.87,其他,,,1050906,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,55341,0,,0.0,0,(包含)公共設施保留地之交易。,RPRNMLQLRHLFFAA18CA
文山區,房地(土地+建物)+車位,臺北市文山區政大二街260巷31~60號,44.23,住,,,1050730,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990730,97.9,2,2,1,有,有,12200000,124617,坡道機械,17.15,0,內含獨立產權車位，未包含在棟數內。,RPPNMLLLRHLFFAA47CA
文山區,房地(土地+建物)+車位,臺北市文山區試院路1巷1~30號,40.49,住,,,1050723,土地2建物1車位2,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,242.96,4,2,2,有,有,33380000,137389,升降機械,40.4,0,,RPRNMLLLRHLFFAA67CA
文山區,房地(土地+建物),臺北市文山區萬安街44巷1~30號,34.0,住,,,1050824,土地3建物1車位0,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0720728,58.849999999999994,2,1,1,有,有,8800000,149533,,0.0,0,含增建或未登記建物。,RPOOMLLLRHLFFAA47CA
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路六段31~60號,22.81,住,,,1050815,土地2建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970521,132.11,2,2,1,有,有,16500000,124886,坡道機械,43.42,0,含增建或未登記建物。內含獨立產權公設，未包含在棟數內。,RPPOMLLLRHLFFAA57CA
中正區,房地(土地+建物),臺北市中正區羅斯福路一段9巷1~30號,6.83,商,,,1050723,土地2建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781017,68.53999999999999,1,2,1,有,無,18800000,274292,,0.0,0,含增建或未登記建物。,RPQOMLLLRHLFFAA67CA
文山區,房地(土地+建物),臺北市文山區公館街1~30號,25.8,住,,,1050902,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,83.28,3,1,1,有,無,7500000,90058,,0.0,0,二親等之間買賣案件,RPUNMLLLRHLFFAA97CA
文山區,房地(土地+建物),臺北市文山區興隆路三段36巷15弄1~30號,35.0,商,,,1050825,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,70.16,3,1,2,有,無,9980000,142246,,0.0,0,,RPXNMLMLRHLFFAA38CA
萬華區,房地(土地+建物),臺北市萬華區長泰街308巷1~30號,23.5,住,,,1050723,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,66.81,3,2,1,有,無,7100000,106272,,0.0,0,含增建或未登記建物。,RPSPMLLLRHLFFBA08CA
文山區,房地(土地+建物),臺北市文山區景興路181~210號,3.77,商,,,1050829,土地1建物1車位0,十九層,二十四層,套房(1房1廳1衛),住家用,見使用執照,0850104,45.959999999999994,1,1,1,有,有,5820000,126632,,0.0,0,,RPQNMLSKIILFFAA37CA
文山區,房地(土地+建物),臺北市文山區萬壽路61巷31~60號,711.0,住,,,1050907,土地3建物2車位0,全,二層,透天厝,,加強磚造,,212.32,4,2,3,有,無,60000000,282592,,0.0,0,,RPSNMLSKIILFFAA57CA
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路121~150號,15.25,商,,,1050818,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050421,159.67000000000002,3,2,2,有,有,29880000,198181,升降機械,16.72,1550000,,RPQNMLLJIILFFBA66CA
萬華區,房地(土地+建物),臺北市萬華區中華路二段416巷1~30號,20.7,住,,,1050624,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760316,97.23,3,2,2,有,有,12400000,127533,,0.0,0,,RPQOMLOKIILFFBA17CA
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街151~180號,21.76,住,,,1050828,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841023,122.07000000000001,3,2,2,有,有,21480000,175965,坡道平面,29.27,0,內含獨立產權車位，未包含在棟數內。權利人住址有難字 。含增建或未登記建物。,RPVPMLLLRHLFFCA48CA
中山區,房地(土地+建物),臺北市中山區龍江路209巷1~30號,30.75,住,,,1050625,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650511,88.36,2,2,1,有,無,15500000,175419,,0.0,0,含增建或未登記建物。,RPTRMLLLRHLFFCA48CA
中山區,房地(土地+建物),臺北市中山區天祥路61~90號,3.91,商,,,1050830,土地1建物1車位0,十層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0931203,41.75,1,1,1,有,有,9700000,232335,,0.0,0,含增建或未登記建物。,RPVRMLLLRHLFFCA68CA
內湖區,房地(土地+建物),臺北市內湖區星雲街168巷31~60號,8.58,住,,,1050830,土地1建物1車位0,十九層,二十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860124,55.26,1,1,1,有,有,7950000,143865,,0.0,0,含增建或未登記建物。,RPVNMLNLRHLFFCA48CA
內湖區,房地(土地+建物),臺北市內湖區文德路22巷16弄1~30號,24.88,住,,,1050824,土地1建物1車位0,一層，停車場,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711231,94.02,3,2,1,有,無,20750000,220698,,0.0,0,,RPUPMLMLRHLFFCA48CA
中山區,房地(土地+建物),臺北市中山區北安路821巷3弄1~30號,52.16,住,,,1050821,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650114,117.34,3,2,2,有,無,16300000,138913,,0.0,0,價格含增建。,RPTQMLMLRHLFFCA48CA
內湖區,土地,康寧段四小段181~210地號,30.78,住,,,1050825,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4161608,135205,,0.0,0,,RPWOMLPJIILFFCA87CA
內湖區,土地,康寧段四小段181~210地號,30.78,住,,,1050825,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4161608,135205,,0.0,0,,RPXOMLPJIILFFCA97CA
中山區,房地(土地+建物)+車位,臺北市中山區朱崙街31~60號,56.49,住,,,1050913,土地1建物1車位3,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040121,429.46000000000004,0,0,0,無,有,114348500,329414,坡道平面,104.19,7200000,,RPSOMLRJIILFFCA67CA
中山區,房地(土地+建物)+車位,臺北市中山區林森北路601~630號,7.42,商,,,1050822,土地1建物1車位1,五層,九層,辦公商業大樓,商業用,鋼筋混凝土造,0800914,90.78,0,0,0,無,有,6400000,70500,坡道平面,5.18,0,親友、員工或其他特殊關係間之交易。,RPQNMLTJIILFFCA57CA
內湖區,土地,康寧段四小段391~420地號,94.0,其他,,,1050823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2115000,22500,,0.0,0,道路用地買賣,RPPNMLLKIILFFCA76CA
中山區,土地,中山段二小段121~150地號,1.59,其他,,,1050715,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,806319,507119,,0.0,0,,RPQPMLNJIILFFCA17CA
中山區,土地,中山段二小段121~150地號,4.97,其他,,,1050715,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2520381,507119,,0.0,0,,RPRPMLNJIILFFCA27CA
中山區,房地(土地+建物),臺北市中山區長安東路一段31~60號,118.0,商,,,1050824,土地2建物4車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),,加強磚造,,423.04,4,4,4,有,無,76880000,181732,,0.0,0,含增建或未登記建物。本案一樓至三樓價款共6288萬元(其中建物買賣總價為975827元整;土地買賣總價為61904173元整)，四樓價款為1400萬元(其中建物買賣總價為257118元整;土地買賣總價為13742882元整)。,RPSNMLNJIILFFCA17CA
中山區,房地(土地+建物),臺北市中山區林森北路121~150號,2.11,商,,,1050813,土地1建物1車位0,一層，騎樓,十二層,店面(店鋪),商業用,鋼筋混凝土造,0700515,19.67,0,1,0,有,無,19000000,965938,,0.0,0,含增建或未登記建物。,RPUPMLNLRHLFFCA58CA
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路47巷13弄1~30號,35.88,住,,,1050709,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040518,197.7,3,2,2,有,有,34000000,200632,坡道平面,33.22,1000000,親友、員工或其他特殊關係間之交易。,RPROMLNLRHLFFCA18CA
中山區,房地(土地+建物),臺北市中山區龍江路394巷31~60號,14.02,商,,,1050901,土地0建物1車位0,一層,五層,店面(店鋪),住家用,鋼筋混凝土造,0711019,52.1,0,0,0,無,無,14000000,268714,,0.0,0,,RPPNMLMJIILFFCA76CA
中山區,房地(土地+建物),臺北市中山區建國北路三段22巷1~30號,6.52,住,,,1050803,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0811007,45.68000000000001,1,1,1,有,無,6000000,131349,,0.0,0,,RPPQMLTLRHLFFCA78CA
信義區,房地(土地+建物),臺北市信義區永吉路278巷37弄1~30號,27.75,住,,,1050819,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0611019,66.93,2,2,2,有,無,13100000,195727,,0.0,0,含增建或未登記建物。,RPOPMLLLRHLFFDA87CA
